c Emme Modeller - Matrix Transaction
c Date: 2015-02-27 15:45:21
c Project:        TL_RTM_Release_2015_01.00 [2011 Base Case]                  
t matrices
a matrix=mo161   p1-10   0.0 ProducWkLA0                             
   gu01    all  1.606039
   gu02    all  7.311977
   gu05    all   7.74499
   gu06    all  4.336264
   gu07    all  2.654617
   gu08    all  .7823503
   gu09    all  5.436181
   gu10    all  2.088401
   gu11    all   1.96207
   gu12    all  3.354547
   gu13    all  .9346483
   gu14    all  2.468579
   gu16    all  3.553793
   gu21    all  15.12431
   gu22    all  1.681588
   gu23    all  5.695343
   gu24    all  8.681677
   gu25    all  21.68109
a matrix=mo750   p7330   0.0 Produc EcH3HA0                          
   gu01    all  11.60793
   gu02    all  54.50938
   gu05    all  59.93632
   gu06    all  32.20398
   gu07    all  20.53556
   gu08    all   4.18775
   gu09    all  37.32411
   gu10    all  10.89149
   gu11    all  12.17537
   gu12    all  27.00678
   gu13    all  6.208418
   gu14    all  13.79602
   gu16    all   17.5369
   gu21    all   74.8902
   gu22    all  6.372794
   gu23    all  34.25835
   gu24    all  58.95289
   gu25    all  137.8266
a matrix=mo751   p7430   0.0 Produc EcH4+HA0                         
   gu01    all   41.5553
   gu02    all  146.2452
   gu05    all  198.0175
   gu06    all  140.6441
   gu07    all  70.36418
   gu08    all  19.86677
   gu09    all  186.0782
   gu10    all  48.70139
   gu11    all  55.46507
   gu12    all  89.73653
   gu13    all  27.21712
   gu14    all  52.22668
   gu16    all  53.20725
   gu21    all  123.6818
   gu22    all  13.21079
   gu23    all  90.84711
   gu24    all  200.4112
   gu25    all  521.7406
a matrix=mo752   p7111   0.0 Produc EcH1LA1                          
   gu01    all  120.2339
   gu02    all  320.1801
   gu05    all  441.1445
   gu06    all  448.9216
   gu07    all  286.8625
   gu08    all  59.82701
   gu09    all  608.2796
   gu10    all  179.8366
   gu11    all  241.5929
   gu12    all  297.4536
   gu13    all  132.5121
   gu14    all  619.7838
   gu16    all  200.6212
   gu21    all  201.4925
   gu22    all  137.5164
   gu23    all  119.6336
   gu24    all   260.502
   gu25    all  794.6629
a matrix=mo753   p7211   0.0 Produc EcH2LA1                          
   gu01    all  544.3215
   gu02    all  1286.275
   gu05    all  2584.974
   gu06    all  2456.913
   gu07    all  1752.351
   gu08    all  348.6687
   gu09    all  3190.176
   gu10    all  743.7668
   gu11    all  1279.276
   gu12    all  1528.699
   gu13    all  645.6018
   gu14    all  2956.127
   gu16    all  705.0746
   gu21    all  482.2407
   gu22    all  318.0102
   gu23    all  298.6601
   gu24    all  1014.976
   gu25    all  3126.372
a matrix=mo754   p7311   0.0 Produc EcH3LA1                          
   gu01    all  286.7273
   gu02    all  858.3667
   gu05    all  2131.174
   gu06    all  2018.213
   gu07    all  1791.901
   gu08    all  217.6028
   gu09    all  1734.443
   gu10    all  398.4677
   gu11    all   880.802
   gu12    all  581.3576
   gu13    all  330.5533
   gu14    all  972.2944
   gu16    all  557.4514
   gu21    all   350.677
   gu22    all  252.7506
   gu23    all  265.9883
   gu24    all  956.4118
   gu25    all  2884.596
a matrix=mo755   p7411   0.0 Produc EcH4+LA1                         
   gu01    all  1007.928
   gu02    all  1954.752
   gu05    all  5199.129
   gu06    all  5331.628
   gu07    all  4127.898
   gu08    all  625.3068
   gu09    all  8364.247
   gu10    all  1356.074
   gu11    all  2633.952
   gu12    all  2111.284
   gu13    all  944.0277
   gu14    all  3508.777
   gu16    all  1107.278
   gu21    all   618.993
   gu22    all  538.4703
   gu23    all   563.756
   gu24    all  2590.818
   gu25    all  7330.612
a matrix=mo756   p7121   0.0 Produc EcH1MA1                          
   gu01    all  135.2964
   gu02    all  482.8439
   gu05    all   575.714
   gu06    all  581.5672
   gu07    all  381.1838
   gu08    all  89.61479
   gu09    all  752.3032
   gu10    all  274.0334
   gu11    all  278.1449
   gu12    all  416.0889
   gu13    all  128.8318
   gu14    all   549.064
   gu16    all  344.0097
   gu21    all  354.9249
   gu22    all   71.3574
   gu23    all  195.4703
   gu24    all  408.4783
   gu25    all  999.1447
a matrix=mo757   p7221   0.0 Produc EcH2MA1                          
   gu01    all  398.2651
   gu02    all  1252.192
   gu05    all  1329.377
   gu06    all  2014.997
   gu07    all  1047.145
   gu08    all  273.2642
   gu09    all  2591.741
   gu10    all  744.9319
   gu11    all   1049.22
   gu12    all  1558.139
   gu13    all  507.0001
   gu14    all  1888.959
   gu16    all  642.1575
   gu21    all  566.4183
   gu22    all  120.5134
   gu23    all  376.4924
   gu24    all  742.7573
   gu25    all  2085.258
a matrix=mo758   p7321   0.0 Produc EcH3MA1                          
   gu01    all  288.2421
   gu02    all  1232.516
   gu05    all  2911.871
   gu06    all   3154.59
   gu07    all  1543.673
   gu08    all  290.5105
   gu09    all  3438.553
   gu10    all  830.7138
   gu11    all  1418.279
   gu12    all  1876.854
   gu13    all  492.5238
   gu14    all  1407.459
   gu16    all  861.3198
   gu21    all  883.1515
   gu22    all   224.831
   gu23    all  299.7863
   gu24    all  925.5328
   gu25    all  3858.555
a matrix=mo759   p7421   0.0 Produc EcH4+MA1                         
   gu01    all  489.3013
   gu02    all  2158.926
   gu05    all  4625.188
   gu06    all  6195.015
   gu07    all  2827.556
   gu08    all  771.3574
   gu09    all  9928.821
   gu10    all  2256.177
   gu11    all   2832.74
   gu12    all  5523.844
   gu13    all  1200.278
   gu14    all  4316.868
   gu16    all  1149.068
   gu21    all  929.5568
   gu22    all  265.4192
   gu23    all  425.7674
   gu24    all  1624.299
   gu25    all  7356.893
a matrix=mo760   p7131   0.0 Produc EcH1HA1                          
   gu01    all  101.0459
   gu02    all   258.195
   gu05    all  302.1452
   gu06    all  253.9581
   gu07    all  142.5939
   gu08    all  43.15641
   gu09    all  289.0196
   gu10    all  130.8444
   gu11    all  102.9575
   gu12    all  218.0511
   gu13    all  36.33203
   gu14    all  132.1455
   gu16    all  174.1316
   gu21    all  319.3154
   gu22    all  8.106665
   gu23    all  162.2835
   gu24    all  259.8804
   gu25    all  619.5343
a matrix=mo761   p7231   0.0 Produc EcH2HA1                          
   gu01    all  578.4278
   gu02    all  1526.978
   gu05    all  1213.499
   gu06    all  1622.997
   gu07    all  860.4867
   gu08    all  291.4707
   gu09    all  2029.315
   gu10    all  706.3203
   gu11    all  846.8309
   gu12    all  1365.138
   gu13    all  396.9769
   gu14    all  927.3747
   gu16    all  589.0342
   gu21    all  974.6924
   gu22    all  136.3751
   gu23    all  514.0699
   gu24    all  1244.351
   gu25    all   2528.69
a matrix=mo762   p7331   0.0 Produc EcH3HA1                          
   gu01    all  672.8071
   gu02    all   1852.46
   gu05    all  1525.657
   gu06    all  1829.925
   gu07    all  1073.542
   gu08    all  256.0116
   gu09    all  2109.499
   gu10    all  631.6861
   gu11    all  799.7076
   gu12    all  1593.017
   gu13    all  349.4083
   gu14    all  760.3345
   gu16    all  484.7523
   gu21    all  869.9927
   gu22    all  82.29225
   gu23    all  547.2763
   gu24    all  1480.895
   gu25    all  2755.063
a matrix=mo763   p7431   0.0 Produc EcH4+HA1                         
   gu01    all  2113.215
   gu02    all  4542.995
   gu05    all  4115.197
   gu06    all  6093.114
   gu07    all  2610.241
   gu08    all  846.1693
   gu09    all  7662.046
   gu10    all  2215.402
   gu11    all  2692.256
   gu12    all  4224.072
   gu13    all  1257.978
   gu14    all  2198.999
   gu16    all  1119.574
   gu21    all  1075.019
   gu22    all  110.1205
   gu23    all  1096.838
   gu24    all  3872.419
   gu25    all  7538.628
a matrix=mo764   p7112   0.0 Produc EcH1LA2                          
   gu01    all   16.0182
   gu02    all  43.97486
   gu05    all   66.0445
   gu06    all  48.98882
   gu07    all  65.89865
   gu08    all  15.98302
   gu09    all  148.2372
   gu10    all  37.83708
   gu11    all  26.54325
   gu12    all  28.20929
   gu13    all  29.89488
   gu14    all  201.2503
   gu16    all  22.25858
   gu21    all  6.126149
   gu22    all   9.93408
   gu23    all  11.84958
   gu24    all  38.57228
   gu25    all    90.468
a matrix=mo765   p7212   0.0 Produc EcH2LA2                          
   gu01    all  62.99739
   gu02    all  177.7958
   gu05    all  376.7298
   gu06    all  241.1926
   gu07    all  395.4032
   gu08    all  77.03663
   gu09    all  669.3956
   gu10    all  125.5081
   gu11    all  115.0091
   gu12    all  123.1312
   gu13    all   115.813
   gu14    all  866.5308
   gu16    all  81.57306
   gu21    all  13.30795
   gu22    all  26.69416
   gu23    all  27.66018
   gu24    all  140.3366
   gu25    all  377.4133
a matrix=mo766   p7312   0.0 Produc EcH3LA2                          
   gu01    all  98.24866
   gu02    all  346.6194
   gu05    all  886.9484
   gu06    all  589.0058
   gu07    all  1229.814
   gu08    all  145.8746
   gu09    all  1188.753
   gu10    all  182.4783
   gu11    all  226.4723
   gu12    all  132.5431
   gu13    all  168.2966
   gu14    all  891.1182
   gu16    all  187.9787
   gu21    all  23.28838
   gu22    all  50.21979
   gu23    all  75.47279
   gu24    all  408.0482
   gu25    all  982.8671
a matrix=mo767   p7412   0.0 Produc EcH4+LA2                         
   gu01    all  420.6708
   gu02    all  1044.631
   gu05    all  3086.285
   gu06    all  2063.465
   gu07    all  3655.016
   gu08    all  482.1336
   gu09    all  7064.488
   gu10    all   897.107
   gu11    all  836.4299
   gu12    all  635.8262
   gu13    all  621.8296
   gu14    all  4393.906
   gu16    all  557.8237
   gu21    all  49.02039
   gu22    all  105.9254
   gu23    all  204.8872
   gu24    all  1342.348
   gu25    all  3331.749
a matrix=mo768   p7122   0.0 Produc EcH1MA2                          
   gu01    all  28.18608
   gu02    all  99.04072
   gu05    all  129.6645
   gu06    all  101.9087
   gu07    all   137.068
   gu08    all  38.96555
   gu09    all  289.3049
   gu10    all  91.48411
   gu11    all  49.45354
   gu12    all  64.54328
   gu13    all  46.81407
   gu14    all  284.9874
   gu16    all  58.51049
   gu21    all  16.40023
   gu22    all  8.098265
   gu23    all  30.18051
   gu24    all  93.36946
   gu25    all  174.3035
a matrix=mo769   p7222   0.0 Produc EcH2MA2                          
   gu01    all  71.24084
   gu02    all  279.1726
   gu05    all  367.1278
   gu06    all  348.1335
   gu07    all  416.1348
   gu08    all  111.3375
   gu09    all  994.7052
   gu10    all  241.4713
   gu11    all   156.015
   gu12    all  219.9981
   gu13    all  147.4461
   gu14    all  988.6283
   gu16    all  139.5797
   gu21    all  29.81608
   gu22    all  20.90473
   gu23    all  64.19338
   gu24    all   193.945
   gu25    all  452.6463
a matrix=mo770   p7322   0.0 Produc EcH3MA2                          
   gu01    all  156.5708
   gu02    all  801.3585
   gu05    all  2153.572
   gu06    all  1718.116
   gu07    all  1899.459
   gu08    all  365.6912
   gu09    all  4020.805
   gu10    all  873.5292
   gu11    all  627.7718
   gu12    all  767.6501
   gu13    all  439.7745
   gu14    all  2306.755
   gu16    all  508.4769
   gu21    all  105.9274
   gu22    all  69.15125
   gu23    all   146.675
   gu24    all  687.6698
   gu25    all  2104.964
a matrix=mo771   p7422   0.0 Produc EcH4+MA2                         
   gu01    all  459.7064
   gu02    all  2729.698
   gu05    all   6071.31
   gu06    all  5340.209
   gu07    all  6446.801
   gu08    all  1608.543
   gu09    all  18576.78
   gu10    all  4005.429
   gu11    all  1872.631
   gu12    all  3558.973
   gu13    all  1578.252
   gu14    all  11447.34
   gu16    all  1251.125
   gu21    all  181.3608
   gu22    all  122.8178
   gu23    all  404.6102
   gu24    all  2264.131
   gu25    all  7895.612
a matrix=mo772   p7132   0.0 Produc EcH1HA2                          
   gu01    all  35.74925
   gu02    all  83.74955
   gu05    all  106.0263
   gu06    all  71.93443
   gu07    all  81.15294
   gu08    all  31.47669
   gu09    all  182.1166
   gu10    all  73.99466
   gu11    all  30.31421
   gu12    all  55.36145
   gu13    all  22.47975
   gu14    all  114.2578
   gu16    all  47.55861
   gu21    all  40.54817
   gu22    all  1.637604
   gu23    all  40.14201
   gu24    all  94.83875
   gu25    all  167.0093
a matrix=mo773   p7232   0.0 Produc EcH2HA2                          
   gu01    all  196.4264
   gu02    all  615.7073
   gu05    all  596.5269
   gu06    all  543.7762
   gu07    all  605.2778
   gu08    all  210.3292
   gu09    all  1409.701
   gu10    all  418.6446
   gu11    all  232.2106
   gu12    all  335.9644
   gu13    all  210.8286
   gu14    all  920.5077
   gu16    all  240.7032
   gu21    all  149.3894
   gu22    all  40.77547
   gu23    all  152.3508
   gu24    all  556.7585
   gu25    all  970.3416
a matrix=mo774   p7332   0.0 Produc EcH3HA2                          
   gu01    all   720.882
   gu02    all  2350.408
   gu05    all   2242.45
   gu06    all  1922.499
   gu07    all  2361.178
   gu08    all  580.8628
   gu09    all  4710.382
   gu10    all  1243.973
   gu11    all  659.2689
   gu12    all  1226.555
   gu13    all  572.9484
   gu14    all  2612.988
   gu16    all  568.0437
   gu21    all  347.4072
   gu22    all  68.41708
   gu23    all  544.5198
   gu24    all  2268.395
   gu25    all  3091.761
a matrix=mo775   p7432   0.0 Produc EcH4+HA2                         
   gu01    all  3036.647
   gu02    all  8800.609
   gu05    all  9520.242
   gu06    all  8901.345
   gu07    all  9290.977
   gu08    all  2831.776
   gu09    all  24640.05
   gu10    all  6742.413
   gu11    all  3020.645
   gu12    all  4651.574
   gu13    all  2799.755
   gu14    all  10527.22
   gu16    all  2100.557
   gu21    all  636.5763
   gu22    all  119.3169
   gu23    all  1501.197
   gu24    all  7800.874
   gu25    all  13037.26
a matrix=mo776   p7113   0.0 Produc EcH1LA3+                         
   gu01    all  1.692804
   gu02    all   6.44512
   gu05    all  4.856828
   gu06    all  12.12096
   gu07    all    5.7735
   gu08    all   1.63081
   gu09    all   15.2449
   gu10    all  3.754624
   gu11    all  11.13745
   gu12    all  7.003108
   gu13    all   3.70733
   gu14    all  27.04954
   gu16    all  1.492973
   gu21    all  .1825125
   gu22    all  .6199462
   gu23    all  .6721859
   gu24    all  3.235276
   gu25    all  6.586498
a matrix=mo777   p7213   0.0 Produc EcH2LA3+                         
   gu01    all  7.000888
   gu02    all  29.26718
   gu05    all  28.76977
   gu06    all  62.75544
   gu07    all  38.60904
   gu08    all  8.828156
   gu09    all  72.68375
   gu10    all  13.31433
   gu11    all  51.51641
   gu12    all  32.83315
   gu13    all  15.08313
   gu14    all  128.1487
   gu16    all  5.940824
   gu21    all  .4010074
   gu22    all  1.695559
   gu23    all  1.733935
   gu24    all  12.35577
   gu25    all  29.43917
a matrix=mo778   p7313   0.0 Produc EcH3LA3+                         
   gu01    all  29.09163
   gu02    all  143.0278
   gu05    all  188.9703
   gu06    all  394.9334
   gu07    all  303.0826
   gu08    all  38.52227
   gu09    all  369.3305
   gu10    all  41.90823
   gu11    all  244.2672
   gu12    all  84.97068
   gu13    all  54.66912
   gu14    all  393.0166
   gu16    all  37.51259
   gu21    all  1.614901
   gu22    all  8.239754
   gu23    all  11.17782
   gu24    all  84.80086
   gu25    all  215.6355
a matrix=mo779   p7413   0.0 Produc EcH4+LA3+                        
   gu01    all  87.91414
   gu02    all  384.0825
   gu05    all  565.0038
   gu06    all  1311.181
   gu07    all  915.9695
   gu08    all  118.6911
   gu09    all  1903.677
   gu10    all  187.1459
   gu11    all  798.4912
   gu12    all  323.0734
   gu13    all  172.5593
   gu14    all  1544.054
   gu16    all  94.77622
   gu21    all  2.561549
   gu22    all   15.0185
   gu23    all  29.51117
   gu24    all  260.2374
   gu25    all  720.9444
a matrix=mo780   p7123   0.0 Produc EcH1MA3+                         
   gu01    all  3.000091
   gu02    all  14.55036
   gu05    all  9.910056
   gu06    all  27.18099
   gu07    all  13.24592
   gu08    all   4.42464
   gu09    all  30.80068
   gu10    all   9.57302
   gu11    all  21.64782
   gu12    all  16.88549
   gu13    all  5.920563
   gu14    all  41.50865
   gu16    all  4.052106
   gu21    all  .4961907
   gu22    all  .5705690
   gu23    all  1.776825
   gu24    all  8.018069
   gu25    all  13.42088
a matrix=mo781   p7223   0.0 Produc EcH2MA3+                         
   gu01    all  7.898378
   gu02    all  44.55763
   gu05    all  28.67074
   gu06    all  92.98591
   gu07    all  40.70372
   gu08    all  13.13322
   gu09    all  110.0958
   gu10    all  27.31568
   gu11    all  71.92941
   gu12    all   61.1428
   gu13    all  19.55392
   gu14    all  151.5607
   gu16    all  9.981452
   gu21    all  .8309686
   gu22    all  1.229414
   gu23    all  3.613618
   gu24    all  15.73836
   gu25    all  34.84018
a matrix=mo782   p7323   0.0 Produc EcH3MA3+                         
   gu01    all  19.52314
   gu02    all   144.093
   gu05    all  233.0233
   gu06    all  572.6732
   gu07    all  255.1078
   gu08    all  57.54653
   gu09    all  612.0577
   gu10    all  127.2109
   gu11    all  331.2608
   gu12    all  261.2419
   gu13    all   74.9869
   gu14    all  455.3105
   gu16    all  50.08171
   gu21    all  3.275536
   gu22    all  4.851646
   gu23    all  11.32029
   gu24    all  74.61496
   gu25    all  202.9277
a matrix=mo783   p7423   0.0 Produc EcH4+MA3+                        
   gu01    all  120.4339
   gu02    all   1215.14
   gu05    all  1086.925
   gu06    all  3092.915
   gu07    all  1668.596
   gu08    all  442.1714
   gu09    all  5235.176
   gu10    all  915.4732
   gu11    all  1719.105
   gu12    all  2145.621
   gu13    all  409.8308
   gu14    all  4154.764
   gu16    all  202.9998
   gu21    all  8.928209
   gu22    all  18.32413
   gu23    all  65.66932
   gu24    all  500.4153
   gu25    all  1653.214
a matrix=mo784   p7133   0.0 Produc EcH1HA3+                         
   gu01    all  5.426761
   gu02    all  18.23665
   gu05    all  12.77458
   gu06    all  29.52402
   gu07    all  11.98628
   gu08    all  5.153081
   gu09    all  30.28856
   gu10    all  11.58909
   gu11    all  19.81344
   gu12    all   20.5679
   gu13    all  4.111109
   gu14    all  26.27454
   gu16    all  5.233646
   gu21    all  1.702317
   gu22    all  .0918932
   gu23    all  3.513033
   gu24    all  12.07556
   gu25    all  19.29242
a matrix=mo785   p7233   0.0 Produc EcH2HA3+                         
   gu01    all  19.60444
   gu02    all  88.91053
   gu05    all  41.33543
   gu06    all  132.8722
   gu07    all  53.89464
   gu08    all    22.399
   gu09    all   142.487
   gu10    all  42.74052
   gu11    all   97.9839
   gu12    all   83.4564
   gu13    all  25.30757
   gu14    all  129.1452
   gu16    all  15.46072
   gu21    all    3.5121
   gu22    all  1.979269
   gu23    all  7.942546
   gu24    all  42.65602
   gu25    all  66.04069
a matrix=mo786   p7333   0.0 Produc EcH3HA3+                         
   gu01    all  164.8003
   gu02    all   679.199
   gu05    all  317.6336
   gu06    all   1034.94
   gu07    all  465.1452
   gu08    all  132.6869
   gu09    all  1061.951
   gu10    all  260.7795
   gu11    all  554.1422
   gu12    all  714.9164
   gu13    all   160.436
   gu14    all  922.1152
   gu16    all  72.95669
   gu21    all  13.91269
   gu22    all  6.541645
   gu23    all  54.19196
   gu24    all  318.6605
   gu25    all  419.3649
a matrix=mo787   p7433   0.0 Produc EcH4+HA3+                        
   gu01    all  786.4107
   gu02    all  3853.203
   gu05    all  2137.339
   gu06    all  6767.509
   gu07    all   3198.24
   gu08    all  1020.116
   gu09    all  8093.754
   gu10    all  1817.266
   gu11    all  3623.367
   gu12    all  3516.379
   gu13    all  958.7797
   gu14    all  4897.924
   gu16    all   423.508
   gu21    all  34.61103
   gu22    all  20.92403
   gu23    all  234.6122
   gu24    all  1661.935
   gu25    all  3059.424
a matrix=mo788   p9110   0.0 Produc NoH1LA0                          
   gu01    all  211.0342
   gu02    all  646.6816
   gu05    all  1251.734
   gu06    all  487.9167
   gu07    all  493.4403
   gu08    all  92.48358
   gu09    all  608.6694
   gu10    all  290.2151
   gu11    all   234.124
   gu12    all  474.4082
   gu13    all   111.977
   gu14    all  911.1206
   gu16    all  575.1594
   gu21    all  3615.851
   gu22    all   1104.61
   gu23    all  594.6677
   gu24    all  793.0234
   gu25    all  3065.212
a matrix=mo789   p9210   0.0 Produc NoH2LA0                          
   gu01    all  472.0125
   gu02    all  1080.955
   gu05    all  3509.479
   gu06    all  1337.589
   gu07    all  1467.241
   gu08    all  268.1849
   gu09    all  1617.922
   gu10    all  609.2625
   gu11    all  619.4558
   gu12    all  1179.099
   gu13    all  270.1191
   gu14    all  2154.449
   gu16    all  993.1734
   gu21    all  4487.779
   gu22    all  1274.621
   gu23    all  735.9862
   gu24    all   1529.16
   gu25    all  5662.972
a matrix=mo790   p9310   0.0 Produc NoH3LA0                          
   gu01    all   44.1128
   gu02    all   131.875
   gu05    all  543.1082
   gu06    all  196.6915
   gu07    all  273.1651
   gu08    all  29.16366
   gu09    all  165.2496
   gu10    all  58.99699
   gu11    all  75.98928
   gu12    all  76.19953
   gu13    all    26.253
   gu14    all  131.9061
   gu16    all  143.6688
   gu21    all  583.1499
   gu22    all  192.6111
   gu23    all  120.5302
   gu24    all  264.9427
   gu25    all  962.4669
a matrix=mo791   p9410   0.0 Produc NoH4+LA0                         
   gu01    all  102.2328
   gu02    all   185.425
   gu05    all   845.679
   gu06    all  386.6578
   gu07    all  456.9676
   gu08    all  61.75545
   gu09    all  592.1449
   gu10    all  132.2058
   gu11    all  173.3276
   gu12    all  197.9297
   gu13    all  55.94089
   gu14    all  337.0832
   gu16    all   196.473
   gu21    all  757.7767
   gu22    all  301.5903
   gu23    all  188.2742
   gu24    all  525.4773
   gu25    all  1765.842
a matrix=mo792   p9120   0.0 Produc NoH1MA0                          
   gu01    all  63.58494
   gu02    all  280.0531
   gu05    all  457.3609
   gu06    all  163.3512
   gu07    all  171.3566
   gu08    all  35.46099
   gu09    all  200.3614
   gu10    all  116.5475
   gu11    all  69.10086
   gu12    all  167.2314
   gu13    all  28.32072
   gu14    all  210.6924
   gu16    all  265.5958
   gu21    all  1219.892
   gu22    all  123.0448
   gu23    all  256.5367
   gu24    all  340.5215
   gu25    all    1046.2
a matrix=mo793   p9220   0.0 Produc NoH2MA0                          
   gu01    all  138.3932
   gu02    all  453.2584
   gu05    all  741.0533
   gu06    all  423.3821
   gu07    all  349.9581
   gu08    all  81.57933
   gu09    all  510.3987
   gu10    all  232.1241
   gu11    all  193.7472
   gu12    all  450.9695
   gu13    all  80.87523
   gu14    all   535.143
   gu16    all  359.8304
   gu21    all  1515.009
   gu22    all  165.8745
   gu23    all  390.6148
   gu24    all  477.4536
   gu25    all  1545.123
a matrix=mo794   p9320   0.0 Produc NoH3MA0                          
   gu01    all  14.03205
   gu02    all  66.77096
   gu05    all  273.3216
   gu06    all  107.4257
   gu07    all  83.81231
   gu08    all  14.14177
   gu09    all  116.3396
   gu10    all  39.94374
   gu11    all  42.35875
   gu12    all  89.63813
   gu13    all  14.04228
   gu14    all  64.86856
   gu16    all  78.36669
   gu21    all  374.4335
   gu22    all   51.8385
   gu23    all  46.69712
   gu24    all  89.52985
   gu25    all  448.7044
a matrix=mo795   p9420   0.0 Produc NoH4+MA0                         
   gu01    all  25.25032
   gu02    all  113.4416
   gu05    all   361.351
   gu06    all  200.3925
   gu07    all  150.4387
   gu08    all  37.21034
   gu09    all  337.0493
   gu10    all  99.41849
   gu11    all  82.13233
   gu12    all  255.0474
   gu13    all  30.78924
   gu14    all  195.2939
   gu16    all  92.94911
   gu21    all  373.5935
   gu22    all  62.71359
   gu23    all  68.37965
   gu24    all  161.4591
   gu25    all   876.465
a matrix=mo796   p9130   0.0 Produc NoH1HA0                          
   gu01    all  19.63243
   gu02    all   65.7392
   gu05    all  102.7497
   gu06    all  29.47364
   gu07    all  27.11132
   gu08    all  7.292681
   gu09    all   31.4502
   gu10    all  23.09532
   gu11    all  10.33741
   gu12    all  36.97256
   gu13    all  3.187218
   gu14    all  20.66851
   gu16    all  54.59816
   gu21    all  472.2283
   gu22    all  7.600291
   gu23    all  89.51132
   gu24    all   93.6093
   gu25    all  280.2488
a matrix=mo797   p9230   0.0 Produc NoH2HA0                          
   gu01    all   87.1108
   gu02    all  261.4452
   gu05    all  324.3322
   gu06    all  151.7001
   gu07    all  130.5445
   gu08    all   39.2437
   gu09    all  179.1541
   gu10    all   98.3972
   gu11    all  68.87925
   gu12    all  177.2122
   gu13    all  27.74763
   gu14    all  118.0262
   gu16    all    148.82
   gu21    all  1192.476
   gu22    all  87.13427
   gu23    all  232.1124
   gu24    all  353.8197
   gu25    all  883.6076
a matrix=mo798   p9330   0.0 Produc NoH3HA0                          
   gu01    all  16.30267
   gu02    all  50.46673
   gu05    all  64.99012
   gu06    all  29.17211
   gu07    all  26.14878
   gu08    all  5.439233
   gu09    all  31.85007
   gu10    all  13.28752
   gu11    all  11.06737
   gu12    all  36.94202
   gu13    all   4.77251
   gu14    all  17.07944
   gu16    all   19.0156
   gu21    all  152.8929
   gu22    all  8.310905
   gu23    all  36.15205
   gu24    all  62.21163
   gu25    all  145.4453
a matrix=mo799   p9430   0.0 Produc NoH4+HA0                         
   gu01    all  49.32054
   gu02    all  114.4229
   gu05    all  181.4505
   gu06    all  107.6656
   gu07    all  75.71707
   gu08    all  21.80628
   gu09    all   134.188
   gu10    all  50.21063
   gu11    all   42.6068
   gu12    all  103.7324
   gu13    all  17.68094
   gu14    all  54.63984
   gu16    all  48.75571
   gu21    all  213.3857
   gu22    all  14.02085
   gu23    all  81.01679
   gu24    all  178.7252
   gu25    all  465.2845
a matrix=mo800   p9111   0.0 Produc NoH1LA1                          
   gu01    all   1210.42
   gu02    all  2124.873
   gu05    all  3428.806
   gu06    all  2914.966
   gu07    all  2618.324
   gu08    all  557.0048
   gu09    all  3720.737
   gu10    all  1572.678
   gu11    all  1574.168
   gu12    all  2916.567
   gu13    all  730.1734
   gu14    all  5500.025
   gu16    all  1559.333
   gu21    all  2948.668
   gu22    all  1308.732
   gu23    all  904.9497
   gu24    all  1970.527
   gu25    all  6011.104
a matrix=mo801   p9211   0.0 Produc NoH2LA1                          
   gu01    all  1498.505
   gu02    all  2334.353
   gu05    all  5494.297
   gu06    all  4362.614
   gu07    all  4373.856
   gu08    all  887.7048
   gu09    all  5336.226
   gu10    all  1778.658
   gu11    all  2279.423
   gu12    all  4098.912
   gu13    all  972.8128
   gu14    all   7173.67
   gu16    all  1498.618
   gu21    all  1929.855
   gu22    all  823.4794
   gu23    all  617.7923
   gu24    all  2099.525
   gu25    all  6467.045
a matrix=mo802   p9311   0.0 Produc NoH3LA1                          
   gu01    all  332.3357
   gu02    all  655.8592
   gu05    all  1907.128
   gu06    all  1508.791
   gu07    all  1883.054
   gu08    all  233.2519
   gu09    all  1221.475
   gu10    all  401.1935
   gu11    all  660.7605
   gu12    all  656.2888
   gu13    all  209.7061
   gu14    all  993.3934
   gu16    all  498.8478
   gu21    all  590.8447
   gu22    all  275.5046
   gu23    all  231.6503
   gu24    all  832.9429
   gu25    all  2512.206
a matrix=mo803   p9411   0.0 Produc NoH4+LA1                         
   gu01    all  851.7362
   gu02    all  1088.923
   gu05    all  3392.028
   gu06    all   2905.96
   gu07    all  3162.607
   gu08    all  488.6766
   gu09    all  4294.566
   gu10    all  995.4327
   gu11    all  1440.593
   gu12    all  1737.665
   gu13    all  436.6386
   gu14    all  2613.647
   gu16    all  722.4127
   gu21    all  760.3604
   gu22    all  412.7637
   gu23    all  357.9557
   gu24    all  1645.034
   gu25    all  4654.556
a matrix=mo804   p9121   0.0 Produc NoH1MA1                          
   gu01    all  972.2582
   gu02    all  2287.346
   gu05    all  3194.149
   gu06    all  2695.562
   gu07    all  2483.535
   gu08    all   595.563
   gu09    all   3284.77
   gu10    all  1710.612
   gu11    all  1293.672
   gu12    all  2912.227
   gu13    all  506.7342
   gu14    all  3478.033
   gu16    all  1908.619
   gu21    all  3707.574
   gu22    all  501.4383
   gu23    all  1055.452
   gu24    all    2205.6
   gu25    all  5394.933
a matrix=mo805   p9221   0.0 Produc NoH2MA1                          
   gu01    all  977.0648
   gu02    all  2025.126
   gu05    all  2517.982
   gu06    all  3188.452
   gu07    all  2329.156
   gu08    all  619.9928
   gu09    all  3863.311
   gu10    all  1587.525
   gu11    all  1666.002
   gu12    all   3723.07
