c Emme Modeller - Matrix Transaction
c Date: 2015-02-27 15:45:21
c Project:        TL_RTM_Release_2015_01.00 [2011 Base Case]                  
t matrices
a matrix=mo161   p1-10   0.0 ProducWkLA0                             
   gy11    all  1140.042
   gy12    all  2682.648
   gy13    all  979.4688
   gy14    all  8838.012
a matrix=mo724   p6132   0.0 Produc SoH1HA2                          
   gy01    all  318.0299
   gy02    all  483.9888
   gy03    all  376.0367
   gy04    all  1751.125
   gy05    all  864.7391
   gy06    all  386.1035
   gy07    all  471.9689
   gy08    all  271.6737
   gy09    all  901.0136
   gy10    all  500.7891
   gy11    all  147.9202
   gy12    all  300.6189
   gy13    all  107.7767
   gy14    all  522.3578
a matrix=mo725   p6232   0.0 Produc SoH2HA2                          
   gy01    all  1203.241
   gy02    all  2450.072
   gy03    all  1024.477
   gy04    all  6791.179
   gy05    all  3245.884
   gy06    all  2009.735
   gy07    all  2423.904
   gy08    all  1249.999
   gy09    all  4802.424
   gy10    all  1950.974
   gy11    all  780.2159
   gy12    all  1256.185
   gy13    all  696.0087
   gy14    all  2897.751
a matrix=mo726   p6332   0.0 Produc SoH3HA2                          
   gy01    all   1148.54
   gy02    all  2432.636
   gy03    all  603.6188
   gy04    all  6158.969
   gy05    all  2834.003
   gy06    all  1848.052
   gy07    all  2459.342
   gy08    all  897.8693
   gy09    all  4173.679
   gy10    all  1507.809
   gy11    all  576.1357
   gy12    all  1192.825
   gy13    all  491.9604
   gy14    all  2139.443
a matrix=mo727   p6432   0.0 Produc SoH4+HA2                         
   gy01    all  3450.502
   gy02    all  6496.099
   gy03    all  780.7983
   gy04    all  16550.48
   gy05    all  8357.179
   gy06    all  6102.526
   gy07    all  6901.724
   gy08    all  3121.796
   gy09    all  15570.79
   gy10    all  5828.501
   gy11    all  1882.642
   gy12    all  3226.233
   gy13    all  1714.512
   gy14    all  6147.276
a matrix=mo728   p6113   0.0 Produc SoH1LA3+                         
   gy01    all  15.88721
   gy02    all  41.20125
   gy03    all   2.06783
   gy04    all  61.46114
   gy05    all  33.27967
   gy06    all  64.90456
   gy07    all  38.71843
   gy08    all  14.97608
   gy09    all  89.11781
   gy10    all   26.5641
   gy11    all  59.20284
   gy12    all  45.08109
   gy13    all  20.14044
   gy14    all  160.3259
a matrix=mo729   p6213   0.0 Produc SoH2LA3+                         
   gy01    all  37.52722
   gy02    all  106.8594
   gy03    all  2.776547
   gy04    all  143.0727
   gy05    all  103.9042
   gy06    all  191.9296
   gy07    all  147.8835
   gy08    all  46.30383
   gy09    all  242.6775
   gy10    all  53.80223
   gy11    all  156.4065
   gy12    all   120.717
   gy13    all  46.80062
   gy14    all   433.821
a matrix=mo730   p6313   0.0 Produc SoH3LA3+                         
   gy01    all  49.54628
   gy02    all  165.9212
   gy03    all  4.006767
   gy04    all  321.7171
   gy05    all  215.4053
   gy06    all  383.7639
   gy07    all   368.843
   gy08    all  64.19607
   gy09    all  391.7932
   gy10    all  53.80589
   gy11    all  235.6264
   gy12    all  99.26009
   gy13    all   53.8954
   gy14    all  422.7239
a matrix=mo731   p6413   0.0 Produc SoH4+LA3+                        
   gy01    all  110.5445
   gy02    all  328.9588
   gy03    all  4.675106
   gy04    all  762.8658
   gy05    all  463.2929
   gy06    all  940.6724
   gy07    all  822.9949
   gy08    all  146.0328
   gy09    all  1490.976
   gy10    all  177.3971
   gy11    all  568.6755
   gy12    all  278.6393
   gy13    all  125.5982
   gy14    all  1226.151
a matrix=mo732   p6123   0.0 Produc SoH1MA3+                         
   gy01    all  26.53227
   gy02    all  95.60349
   gy03    all  5.677736
   gy04    all  202.8431
   gy05    all   87.9482
   gy06    all  138.2332
   gy07    all  86.75971
   gy08    all  36.78692
   gy09    all  184.2684
   gy10    all  58.08468
   gy11    all  105.1413
   gy12    all  101.5414
   gy13    all  29.31351
   gy14    all  255.6696
a matrix=mo733   p6223   0.0 Produc SoH2MA3+                         
   gy01    all   62.2615
   gy02    all  260.9539
   gy03    all  8.855471
   gy04    all  421.2921
   gy05    all  217.0151
   gy06    all   421.508
   gy07    all  237.6357
   gy08    all  97.32589
   gy09    all  587.0877
   gy10    all  147.7292
   gy11    all  311.3921
   gy12    all  327.7302
   gy13    all  86.29393
   gy14    all  832.0867
a matrix=mo734   p6323   0.0 Produc SoH3MA3+                         
   gy01    all   96.5854
   gy02    all  529.6203
   gy03    all  22.23036
   gy04    all  1402.004
   gy05    all  997.5703
   gy06    all  1629.204
   gy07    all  934.7196
   gy08    all  267.6433
   gy09    all  2048.352
   gy10    all  431.7762
   gy11    all  900.0181
   gy12    all  878.8081
   gy13    all  207.6882
   gy14    all  1568.808
a matrix=mo735   p6423   0.0 Produc SoH4+MA3+                        
   gy01    all  194.7804
   gy02    all  1460.101
   gy03    all  20.58704
   gy04    all   3496.41
   gy05    all  1485.918
   gy06    all  2876.546
   gy07    all  1998.681
   gy08    all   672.299
   gy09    all  5727.671
   gy10    all  1015.815
   gy11    all  1526.927
   gy12    all  2359.603
   gy13    all  371.0785
   gy14    all  4679.971
a matrix=mo736   p6133   0.0 Produc SoH1HA3+                         
   gy01    all  48.27716
   gy02    all  105.3896
   gy03    all  15.75388
   gy04    all  201.9493
   gy05    all  101.3929
   gy06    all  158.4683
   gy07    all  69.70976
   gy08    all  44.47597
   gy09    all  149.8512
   gy10    all  78.43393
   gy11    all  96.68097
   gy12    all   111.686
   gy13    all  19.71026
   gy14    all  120.1205
a matrix=mo737   p6233   0.0 Produc SoH2HA3+                         
   gy01    all  190.8395
   gy02    all  562.2363
   gy03    all  39.30719
   gy04    all  747.3043
   gy05    all  349.9197
   gy06    all  780.3937
   gy07    all   342.979
   gy08    all  211.5436
   gy09    all  771.3827
   gy10    all  316.5243
   gy11    all   523.177
   gy12    all  495.8853
   gy13    all   132.769
   gy14    all  646.0604
a matrix=mo738   p6333   0.0 Produc SoH3HA3+                         
   gy01    all   613.759
   gy02    all  1643.194
   gy03    all   58.5246
   gy04    all  1928.678
   gy05    all  920.6552
   gy06    all  2325.526
   gy07    all  1132.496
   gy08    all  479.4303
   gy09    all  2199.506
   gy10    all   738.868
   gy11    all  1131.986
   gy12    all  1625.186
   gy13    all  322.0135
   gy14    all  1764.844
a matrix=mo739   p6433   0.0 Produc SoH4+HA3+                        
   gy01    all  1528.972
   gy02    all  4866.581
   gy03    all  76.79818
   gy04    all  6279.477
   gy05    all  3151.152
   gy06    all  7938.619
   gy07    all  4065.082
   gy08    all  1924.232
   gy09    all  8751.469
   gy10    all  2687.955
   gy11    all  3864.048
   gy12    all  4173.051
   gy13    all  1004.619
   gy14    all  4893.767
a matrix=mo740   p7110   0.0 Produc EcH1LA0                          
   gy01    all  9.434464
   gy02    all  43.85559
   gy03    all  128.3424
   gy04    all  297.5024
   gy05    all  105.7851
   gy06    all  33.81862
   gy07    all  24.33091
   gy08    all  4.470707
   gy09    all  44.78464
   gy10    all  14.93591
   gy11    all  16.17158
   gy12    all  21.77573
   gy13    all  9.146006
   gy14    all   46.2088
a matrix=mo741   p7210   0.0 Produc EcH2LA0                          
   gy01    all  34.09925
   gy02    all  118.4593
   gy03    all   254.184
   gy04    all   824.532
   gy05    all  421.3147
   gy06    all  149.8166
   gy07    all  116.9101
   gy08    all  20.94946
   gy09    all  192.3676
   gy10    all  50.66907
   gy11    all  69.14229
   gy12    all  87.45764
   gy13    all  35.65208
   gy14    all   176.568
a matrix=mo742   p7310   0.0 Produc EcH3LA0                          
   gy01    all  14.52638
   gy02    all  65.87571
   gy03    all  153.0653
   gy04    all  634.6065
   gy05    all  292.9242
   gy06    all  100.4209
   gy07    all  99.21498
   gy08    all  10.38441
   gy09    all  89.56047
   gy10    all  22.36504
   gy11    all  38.66225
   gy12    all  25.76328
   gy13    all  15.79465
   gy14    all  49.27675
a matrix=mo743   p7410   0.0 Produc EcH4+LA0                         
   gy01    all  45.41038
   gy02    all  124.9405
   gy03    all  269.5494
   gy04    all  1570.603
   gy05    all  599.5738
   gy06    all  266.2792
   gy07    all   223.877
   gy08    all   29.6611
   gy09    all  432.8884
   gy10    all  67.60243
   gy11    all  118.9528
   gy12    all   90.2676
   gy13    all  45.39755
   gy14    all  169.8581
a matrix=mo744   p7120   0.0 Produc EcH1MA0                          
   gy01    all  2.128932
   gy02    all  14.22388
   gy03    all  29.45107
   gy04    all  76.08821
   gy05    all   31.3521
   gy06    all  8.479608
   gy07    all  6.328018
   gy08    all  1.283824
   gy09    all  11.04091
   gy10    all  4.492184
   gy11    all  3.574646
   gy12    all  5.748858
   gy13    all  1.732408
   gy14    all  8.002781
a matrix=mo745   p7220   0.0 Produc EcH2MA0                          
   gy01    all  8.788289
   gy02    all   43.6622
   gy03    all  69.56712
   gy04    all  211.4196
   gy05    all  90.54779
   gy06    all  41.68386
   gy07    all  24.51122
   gy08    all  5.601663
   gy09    all   53.3436
   gy10    all  16.96903
   gy11    all  19.00934
   gy12    all  29.40309
   gy13    all  9.383036
   gy14    all  38.55173
a matrix=mo746   p7320   0.0 Produc EcH3MA0                          
   gy01    all  9.319528
   gy02    all  67.27143
   gy03    all   181.477
   gy04    all  542.7287
   gy05    all  302.5364
   gy06    all  110.6183
   gy07    all  61.39599
   gy08    all  10.15603
   gy09    all  127.1697
   gy10    all  30.53998
   gy11    all  43.46684
   gy12    all  61.12542
   gy13    all  17.03918
   gy14    all  48.87554
a matrix=mo747   p7420   0.0 Produc EcH4+MA0                         
   gy01    all  22.33624
   gy02    all  152.2249
   gy03    all  241.6802
   gy04    all   1348.53
   gy05    all  520.5147
   gy06    all  274.8341
   gy07    all  146.7784
   gy08    all  35.59215
   gy09    all  490.7043
   gy10    all  101.2413
   gy11    all  112.2534
   gy12    all  231.6436
   gy13    all  49.76001
   gy14    all  195.9821
a matrix=mo748   p7130   0.0 Produc EcH1HA0                          
   gy01    all  1.777828
   gy02    all  9.030465
   gy03    all  29.63762
   gy04    all  56.33511
   gy05    all  18.45539
   gy06    all  4.138044
   gy07    all  2.707856
   gy08    all  .7140851
   gy09    all  4.687294
   gy10    all  2.407613
   gy11    all  1.446337
   gy12    all  3.437568
   gy13    all  .5273095
   gy14    all   2.12329
a matrix=mo749   p7230   0.0 Produc EcH2HA0                          
   gy01    all  1.606039
   gy02    all  7.311977
   gy03    all  15.61266
   gy04    all  37.25134
   gy05    all  11.29878
   gy06    all  4.336264
   gy07    all  2.654617
   gy08    all  .7823503
   gy09    all  5.436181
   gy10    all  2.088401
   gy11    all   1.96207
   gy12    all  3.354547
   gy13    all  .9346483
   gy14    all  2.468579
a matrix=mo750   p7330   0.0 Produc EcH3HA0                          
   gy01    all  11.60793
   gy02    all  54.50938
   gy03    all   76.4981
   gy04    all  235.8028
   gy05    all  77.47321
   gy06    all  32.20398
   gy07    all  20.53556
   gy08    all   4.18775
   gy09    all  37.32411
   gy10    all  10.89149
   gy11    all  12.17537
   gy12    all  27.00678
   gy13    all  6.208418
   gy14    all  13.79602
a matrix=mo751   p7430   0.0 Produc EcH4+HA0                         
   gy01    all   41.5553
   gy02    all  146.2452
   gy03    all  126.3688
   gy04    all  823.5227
   gy05    all  251.2248
   gy06    all  140.6441
   gy07    all  70.36418
   gy08    all  19.86677
   gy09    all  186.0782
   gy10    all  48.70139
   gy11    all  55.46507
   gy12    all  89.73653
   gy13    all  27.21712
   gy14    all  52.22668
a matrix=mo752   p7111   0.0 Produc EcH1LA1                          
   gy01    all  120.2339
   gy02    all  320.1801
   gy03    all  239.4725
   gy04    all  1274.335
   gy05    all  641.7656
   gy06    all  448.9216
   gy07    all  286.8625
   gy08    all  59.82701
   gy09    all  608.2796
   gy10    all  179.8366
   gy11    all  241.5929
   gy12    all  297.4536
   gy13    all  132.5121
   gy14    all  619.7838
a matrix=mo753   p7211   0.0 Produc EcH2LA1                          
   gy01    all  544.3215
   gy02    all  1286.275
   gy03    all  567.9285
   gy04    all  4672.331
   gy05    all  3290.049
   gy06    all  2456.913
   gy07    all  1752.351
   gy08    all  348.6687
   gy09    all  3190.176
   gy10    all  743.7668
   gy11    all  1279.276
   gy12    all  1528.699
   gy13    all  645.6018
   gy14    all  2956.127
a matrix=mo754   p7311   0.0 Produc EcH3LA1                          
   gy01    all  286.7273
   gy02    all  858.3667
   gy03    all  418.7181
   gy04    all  4291.705
   gy05    all  2688.625
   gy06    all  2018.213
   gy07    all  1791.901
   gy08    all  217.6028
   gy09    all  1734.443
   gy10    all  398.4677
   gy11    all   880.802
   gy12    all  581.3576
   gy13    all  330.5533
   gy14    all  972.2944
a matrix=mo755   p7411   0.0 Produc EcH4+LA1                         
   gy01    all  1007.928
   gy02    all  1954.752
   gy03    all  738.4049
   gy04    all  10904.24
   gy05    all  6306.407
   gy06    all  5331.628
   gy07    all  4127.898
   gy08    all  625.3068
   gy09    all  8364.247
   gy10    all  1356.074
   gy11    all  2633.952
   gy12    all  2111.284
   gy13    all  944.0277
   gy14    all  3508.777
a matrix=mo756   p7121   0.0 Produc EcH1MA1                          
   gy01    all  135.2964
   gy02    all  482.8439
   gy03    all  377.9389
   gy04    all  1651.437
   gy05    all  919.7237
   gy06    all  581.5672
   gy07    all  381.1838
   gy08    all  89.61479
   gy09    all  752.3032
   gy10    all  274.0334
   gy11    all  278.1449
   gy12    all  416.0889
   gy13    all  128.8318
   gy14    all   549.064
a matrix=mo757   p7221   0.0 Produc EcH2MA1                          
   gy01    all  398.2651
   gy02    all  1252.192
   gy03    all  604.7978
   gy04    all  3286.642
   gy05    all  1971.535
   gy06    all  2014.997
   gy07    all  1047.145
   gy08    all  273.2642
   gy09    all  2591.741
   gy10    all  744.9319
   gy11    all   1049.22
   gy12    all  1558.139
   gy13    all  507.0001
   gy14    all  1888.959
a matrix=mo758   p7321   0.0 Produc EcH3MA1                          
   gy01    all  288.2421
   gy02    all  1232.516
   gy03    all  950.7083
   gy04    all  5241.148
   gy05    all  3773.191
   gy06    all   3154.59
   gy07    all  1543.673
   gy08    all  290.5105
   gy09    all  3438.553
   gy10    all  830.7138
   gy11    all  1418.279
   gy12    all  1876.854
   gy13    all  492.5238
   gy14    all  1407.459
a matrix=mo759   p7421   0.0 Produc EcH4+MA1                         
   gy01    all  489.3013
   gy02    all  2158.926
   gy03    all  996.3752
   gy04    all  9605.559
   gy05    all  5774.256
   gy06    all  6195.015
   gy07    all  2827.556
   gy08    all  771.3574
   gy09    all  9928.821
   gy10    all  2256.177
   gy11    all   2832.74
   gy12    all  5523.844
   gy13    all  1200.278
   gy14    all  4316.868
a matrix=mo760   p7131   0.0 Produc EcH1HA1                          
   gy01    all  101.0459
   gy02    all   258.195
   gy03    all  321.8562
   gy04    all  1047.264
   gy05    all  476.2768
   gy06    all  253.9581
   gy07    all  142.5939
   gy08    all  43.15641
   gy09    all  289.0196
   gy10    all  130.8444
   gy11    all  102.9575
   gy12    all  218.0511
   gy13    all  36.33203
   gy14    all  132.1455
a matrix=mo761   p7231   0.0 Produc EcH2HA1                          
   gy01    all  578.4278
   gy02    all  1526.978
   gy03    all  1015.262
   gy04    all  4382.916
   gy05    all  1802.533
   gy06    all  1622.997
   gy07    all  860.4867
   gy08    all  291.4707
   gy09    all  2029.315
   gy10    all  706.3203
   gy11    all  846.8309
   gy12    all  1365.138
   gy13    all  396.9769
   gy14    all  927.3747
a matrix=mo762   p7331   0.0 Produc EcH3HA1                          
   gy01    all  672.8071
   gy02    all   1852.46
   gy03    all  891.6361
   gy04    all  4843.884
   gy05    all   2010.41
   gy06    all  1829.925
   gy07    all  1073.542
   gy08    all  256.0116
   gy09    all  2109.499
   gy10    all  631.6861
   gy11    all  799.7076
   gy12    all  1593.017
   gy13    all  349.4083
   gy14    all  760.3345
a matrix=mo763   p7431   0.0 Produc EcH4+HA1                         
   gy01    all  2113.215
   gy02    all  4542.995
   gy03    all  1098.751
   gy04    all  12594.27
   gy05    all  5234.772
   gy06    all  6093.114
   gy07    all  2610.241
   gy08    all  846.1693
   gy09    all  7662.046
   gy10    all  2215.402
   gy11    all  2692.256
   gy12    all  4224.072
   gy13    all  1257.978
   gy14    all  2198.999
a matrix=mo764   p7112   0.0 Produc EcH1LA2                          
   gy01    all   16.0182
   gy02    all  43.97486
   gy03    all  7.845827
   gy04    all  149.1043
   gy05    all  88.30308
   gy06    all  48.98882
   gy07    all  65.89865
   gy08    all  15.98302
   gy09    all  148.2372
   gy10    all  37.83708
   gy11    all  26.54325
   gy12    all  28.20929
   gy13    all  29.89488
   gy14    all  201.2503
a matrix=mo765   p7212   0.0 Produc EcH2LA2                          
   gy01    all  62.99739
   gy02    all  177.7958
   gy03    all  17.98103
   gy04    all  567.4311
   gy05    all  458.3028
   gy06    all  241.1926
   gy07    all  395.4032
   gy08    all  77.03663
   gy09    all  669.3956
   gy10    all  125.5081
   gy11    all  115.0091
   gy12    all  123.1312
   gy13    all   115.813
   gy14    all  866.5308
a matrix=mo766   p7312   0.0 Produc EcH3LA2                          
   gy01    all  98.24866
   gy02    all  346.6194
   gy03    all  32.85331
   gy04    all  1507.043
   gy05    all  1074.927
   gy06    all  589.0058
   gy07    all  1229.814
   gy08    all  145.8746
   gy09    all  1188.753
   gy10    all  182.4783
   gy11    all  226.4723
   gy12    all  132.5431
   gy13    all  168.2966
   gy14    all  891.1182
a matrix=mo767   p7412   0.0 Produc EcH4+LA2                         
   gy01    all  420.6708
   gy02    all  1044.631
   gy03    all  66.02254
   gy04    all  4967.907
   gy05    all  3644.109
   gy06    all  2063.465
   gy07    all  3655.016
   gy08    all  482.1336
   gy09    all  7064.488
   gy10    all   897.107
   gy11    all  836.4299
   gy12    all  635.8262
   gy13    all  621.8296
   gy14    all  4393.906
a matrix=mo768   p7122   0.0 Produc EcH1MA2                          
   gy01    all  28.18608
   gy02    all  99.04072
   gy03    all   18.1417
   gy04    all  304.2102
   gy05    all   188.175
   gy06    all  101.9087
   gy07    all   137.068
   gy08    all  38.96555
   gy09    all  289.3049
   gy10    all  91.48411
   gy11    all  49.45354
   gy12    all  64.54328
   gy13    all  46.81407
   gy14    all  284.9874
a matrix=mo769   p7222   0.0 Produc EcH2MA2                          
   gy01    all  71.24084
   gy02    all  279.1726
   gy03    all  34.40689
   gy04    all  727.0986
   gy05    all  506.7075
   gy06    all  348.1335
   gy07    all  416.1348
   gy08    all  111.3375
   gy09    all  994.7052
   gy10    all  241.4713
   gy11    all   156.015
   gy12    all  219.9981
   gy13    all  147.4461
   gy14    all  988.6283
a matrix=mo770   p7322   0.0 Produc EcH3MA2                          
   gy01    all  156.5708
   gy02    all  801.3585
   gy03    all  121.2679
   gy04    all   2993.12
   gy05    all  2662.049
   gy06    all  1718.116
   gy07    all  1899.459
   gy08    all  365.6912
   gy09    all  4020.805
   gy10    all  873.5292
   gy11    all  627.7718
   gy12    all  767.6501
   gy13    all  439.7745
   gy14    all  2306.755
a matrix=mo771   p7422   0.0 Produc EcH4+MA2                         
   gy01    all  459.7064
   gy02    all  2729.698
   gy03    all  204.8613
   gy04    all  10663.67
   gy05    all  7322.436
   gy06    all  5340.209
   gy07    all  6446.801
   gy08    all  1608.543
   gy09    all  18576.78
   gy10    all  4005.429
   gy11    all  1872.631
   gy12    all  3558.973
   gy13    all  1578.252
   gy14    all  11447.34
a matrix=mo772   p7132   0.0 Produc EcH1HA2                          
   gy01    all  35.74925
   gy02    all  83.74955
   gy03    all  41.08617
   gy04    all  303.0896
   gy05    all  153.5849
   gy06    all  71.93443
   gy07    all  81.15294
   gy08    all  31.47669
   gy09    all  182.1166
   gy10    all  73.99466
   gy11    all  30.31421
   gy12    all  55.36145
   gy13    all  22.47975
   gy14    all  114.2578
a matrix=mo773   p7232   0.0 Produc EcH2HA2                          
   gy01    all  196.4264
   gy02    all  615.7073
   gy03    all  162.5608
   gy04    all  1707.055
   gy05    all    837.23
   gy06    all  543.7762
   gy07    all  605.2778
   gy08    all  210.3292
   gy09    all  1409.701
   gy10    all  418.6446
   gy11    all  232.2106
   gy12    all  335.9644
   gy13    all  210.8286
   gy14    all  920.5077
a matrix=mo774   p7332   0.0 Produc EcH3HA2                          
   gy01    all   720.882
   gy02    all  2350.408
   gy03    all  368.2536
   gy04    all  5952.246
   gy05    all  2810.493
   gy06    all  1922.499
   gy07    all  2361.178
   gy08    all  580.8628
   gy09    all  4710.382
   gy10    all  1243.973
   gy11    all  659.2689
   gy12    all  1226.555
   gy13    all  572.9484
   gy14    all  2612.988
a matrix=mo775   p7432   0.0 Produc EcH4+HA2                         
   gy01    all  3036.647
   gy02    all  8800.609
   gy03    all  667.9088
   gy04    all  22427.32
   gy05    all   11620.8
   gy06    all  8901.345
   gy07    all  9290.977
   gy08    all  2831.776
   gy09    all  24640.05
   gy10    all  6742.413
   gy11    all  3020.645
   gy12    all  4651.574
   gy13    all  2799.755
   gy14    all  10527.22
a matrix=mo776   p7113   0.0 Produc EcH1LA3+                         
   gy01    all  1.692804
   gy02    all   6.44512
   gy03    all  .2409310
   gy04    all  11.05549
   gy05    all  6.349801
   gy06    all  12.12096
   gy07    all    5.7735
   gy08    all   1.63081
   gy09    all   15.2449
   gy10    all  3.754624
   gy11    all  11.13745
   gy12    all  7.003108
   gy13    all   3.70733
   gy14    all  27.04954
a matrix=mo777   p7213   0.0 Produc EcH2LA3+                         
   gy01    all  7.000888
   gy02    all  29.26718
   gy03    all  .5664096
   gy04    all  45.05902
   gy05    all  34.71059
   gy06    all  62.75544
   gy07    all  38.60904
   gy08    all  8.828156
   gy09    all  72.68375
   gy10    all  13.31433
   gy11    all  51.51641
   gy12    all  32.83315
   gy13    all  15.08313
   gy14    all  128.1487
a matrix=mo778   p7313   0.0 Produc EcH3LA3+                         
   gy01    all  29.09163
   gy02    all  143.0278
   gy03    all  2.572587
   gy04    all  318.8963
   gy05    all  226.4829
   gy06    all  394.9334
   gy07    all  303.0826
   gy08    all  38.52227
   gy09    all  369.3305
   gy10    all  41.90823
   gy11    all  244.2672
   gy12    all  84.97068
   gy13    all  54.66912
   gy14    all  393.0166
a matrix=mo779   p7413   0.0 Produc EcH4+LA3+                        
   gy01    all  87.91414
   gy02    all  384.0825
   gy03    all  4.065668
   gy04    all  1024.207
   gy05    all    659.78
   gy06    all  1311.181
   gy07    all  915.9695
   gy08    all  118.6911
   gy09    all  1903.677
   gy10    all  187.1459
   gy11    all  798.4912
   gy12    all  323.0734
   gy13    all  172.5593
   gy14    all  1544.054
a matrix=mo780   p7123   0.0 Produc EcH1MA3+                         
   gy01    all  3.000091
   gy02    all  14.55036
   gy03    all  .5670719
   gy04    all  23.71546
   gy05    all  13.96216
   gy06    all  27.18099
   gy07    all  13.24592
   gy08    all   4.42464
   gy09    all  30.80068
   gy10    all   9.57302
   gy11    all  21.64782
   gy12    all  16.88549
   gy13    all  5.920563
   gy14    all  41.50865
a matrix=mo781   p7223   0.0 Produc EcH2MA3+                         
   gy01    all  7.898378
   gy02    all  44.55763
   gy03    all  .9922771
   gy04    all  55.26026
   gy05    all  38.65219
   gy06    all  92.98591
   gy07    all  40.70372
   gy08    all  13.13322
   gy09    all  110.0958
   gy10    all  27.31568
   gy11    all  71.92941
   gy12    all   61.1428
   gy13    all  19.55392
   gy14    all  151.5607
a matrix=mo782   p7323   0.0 Produc EcH3MA3+                         
   gy01    all  19.52314
   gy02    all   144.093
   gy03    all  3.969059
   gy04    all  293.0211
   gy05    all   283.105
   gy06    all  572.6732
   gy07    all  255.1078
   gy08    all  57.54653
   gy09    all  612.0577
   gy10    all  127.2109
   gy11    all  331.2608
   gy12    all  261.2419
   gy13    all   74.9869
   gy14    all  455.3105
a matrix=mo783   p7423   0.0 Produc EcH4+MA3+                        
   gy01    all  120.4339
   gy02    all   1215.14
   gy03    all  11.24347
   gy04    all  2235.308
   gy05    all  1289.925
   gy06    all  3092.915
   gy07    all  1668.596
   gy08    all  442.1714
   gy09    all  5235.176
   gy10    all  915.4732
   gy11    all  1719.105
   gy12    all  2145.621
   gy13    all  409.8308
   gy14    all  4154.764
a matrix=mo784   p7133   0.0 Produc EcH1HA3+                         
   gy01    all  5.426761
   gy02    all  18.23665
   gy03    all  1.721285
   gy04    all  34.95394
   gy05    all  18.00823
   gy06    all  29.52402
   gy07    all  11.98628
   gy08    all  5.153081
   gy09    all  30.28856
   gy10    all  11.58909
   gy11    all  19.81344
   gy12    all   20.5679
   gy13    all  4.111109
   gy14    all  26.27454
a matrix=mo785   p7233   0.0 Produc EcH2HA3+                         
   gy01    all  19.60444
   gy02    all  88.91053
   gy03    all  3.924863
   gy04    all  118.2058
   gy05    all  56.79615
   gy06    all  132.8722
   gy07    all  53.89464
   gy08    all    22.399
   gy09    all   142.487
   gy10    all  42.74052
   gy11    all   97.9839
   gy12    all   83.4564
   gy13    all  25.30757
   gy14    all  129.1452
a matrix=mo786   p7333   0.0 Produc EcH3HA3+                         
   gy01    all  164.8003
   gy02    all   679.199
   gy03    all  15.27443
   gy04    all  797.3972
   gy05    all  390.5903
   gy06    all   1034.94
   gy07    all  465.1452
   gy08    all  132.6869
   gy09    all  1061.951
   gy10    all  260.7795
   gy11    all  554.1422
   gy12    all  714.9164
   gy13    all   160.436
   gy14    all  922.1152
a matrix=mo787   p7433   0.0 Produc EcH4+HA3+                        
   gy01    all  786.4107
   gy02    all  3853.203
   gy03    all  38.39434
   gy04    all  4973.112
   gy05    all  2560.847
   gy06    all  6767.509
   gy07    all   3198.24
   gy08    all  1020.116
   gy09    all  8093.754
   gy10    all  1817.266
   gy11    all  3623.367
   gy12    all  3516.379
   gy13    all  958.7797
   gy14    all  4897.924
a matrix=mo788   p9110   0.0 Produc NoH1LA0                          
   gy01    all  211.0342
   gy02    all  646.6816
   gy03    all  4173.151
   gy04    all  5000.214
   gy05    all  1826.893
   gy06    all  487.9167
   gy07    all  493.4403
   gy08    all  92.48358
   gy09    all  608.6694
   gy10    all  290.2151
   gy11    all   234.124
   gy12    all  474.4082
   gy13    all   111.977
   gy14    all  911.1206
a matrix=mo789   p9210   0.0 Produc NoH2LA0                          
   gy01    all  472.0125
   gy02    all  1080.955
   gy03    all  5114.639
   gy04    all  8575.879
   gy05    all  4502.653
   gy06    all  1337.589
   gy07    all  1467.241
   gy08    all  268.1849
   gy09    all  1617.922
   gy10    all  609.2625
   gy11    all  619.4558
   gy12    all  1179.099
   gy13    all  270.1191
   gy14    all  2154.449
a matrix=mo790   p9310   0.0 Produc NoH3LA0                          
   gy01    all   44.1128
   gy02    all   131.875
   gy03    all  675.6818
   gy04    all  1448.019
   gy05    all   686.777
   gy06    all  196.6915
   gy07    all  273.1651
   gy08    all  29.16366
   gy09    all  165.2496
   gy10    all  58.99699
   gy11    all  75.98928
   gy12    all  76.19953
   gy13    all    26.253
   gy14    all  131.9061
a matrix=mo791   p9410   0.0 Produc NoH4+LA0                         
   gy01    all  102.2328
   gy02    all   185.425
   gy03    all  882.1282
   gy04    all  2656.832
   gy05    all  1042.152
   gy06    all  386.6578
   gy07    all  456.9676
   gy08    all  61.75545
   gy09    all  592.1449
   gy10    all  132.2058
   gy11    all  173.3276
   gy12    all  197.9297
   gy13    all  55.94089
   gy14    all  337.0832
a matrix=mo792   p9120   0.0 Produc NoH1MA0                          
   gy01    all  63.58494
   gy02    all  280.0531
   gy03    all   1278.65
   gy04    all  1707.545
   gy05    all  722.9568
   gy06    all  163.3512
   gy07    all  171.3566
   gy08    all  35.46099
   gy09    all  200.3614
   gy10    all  116.5475
   gy11    all  69.10086
   gy12    all  167.2314
   gy13    all  28.32072
   gy14    all  210.6924
a matrix=mo793   p9220   0.0 Produc NoH2MA0                          
   gy01    all  138.3932
   gy02    all  453.2584
   gy03    all  1592.475
   gy04    all  2501.601
   gy05    all  1100.884
   gy06    all  423.3821
   gy07    all  349.9581
   gy08    all  81.57933
   gy09    all  510.3987
   gy10    all  232.1241
   gy11    all  193.7472
   gy12    all  450.9695
