c Emme Modeller - Matrix Transaction
c Date: 2016-01-24 12:16:36
c Project:        TL_RTM_Release_2015_01.00 [2011 Base Case]                  
t matrices
a matrix=mo54   s-0--   0.0 Segment W0                              
   gu22    all  18.55193
   gu23    all   20.6167
   gu24    all  96.61589
   gu25    all  210.7108
a matrix=mo543   u4023   0.0 AuUtil H4+W0MA3+                        
   gu01    all  29.71386
   gu02    all  66.11378
   gu04    all  2.228938
   gu05    all  103.4423
   gu06    all  142.0552
   gu07    all  92.66754
   gu08    all  45.96285
   gu09    all  193.4499
   gu10    all  50.58136
   gu11    all  64.03595
   gu12    all  116.7936
   gu13    all  48.98746
   gu14    all  113.1399
   gu15    all  50.22714
   gu16    all  24.12671
   gu21    all -14.44004
   gu22    all  3.275511
   gu23    all  5.340276
   gu24    all  37.69255
   gu25    all  68.85835
a matrix=mo544   u4123   0.0 AuUtil H4+W1MA3+                        
   gu01    all  36.13048
   gu02    all  85.74703
   gu04    all  2.956387
   gu05    all  144.9069
   gu06    all  180.7443
   gu07    all    129.04
   gu08    all  57.51183
   gu09    all  250.0399
   gu10    all  63.86269
   gu11    all  73.09472
   gu12    all  137.1758
   gu13    all  55.09133
   gu14    all  137.9702
   gu15    all  50.95459
   gu16    all  35.03844
   gu21    all  8.110869
   gu22    all  8.367652
   gu23    all  10.43242
   gu24    all  57.33366
   gu25    all  116.1425
a matrix=mo545   u4223   0.0 AuUtil H4+W2MA3+                        
   gu01    all  42.54711
   gu02    all  105.3803
   gu04    all  3.683835
   gu05    all  186.3715
   gu06    all  219.4334
   gu07    all  165.4124
   gu08    all   69.0608
   gu09    all  306.6299
   gu10    all    77.144
   gu11    all  82.15349
   gu12    all   157.558
   gu13    all   61.1952
   gu14    all  162.8004
   gu15    all  51.68204
   gu16    all  45.95017
   gu21    all  30.66178
   gu22    all  13.45979
   gu23    all  15.52456
   gu24    all  76.97478
   gu25    all  163.4267
a matrix=mo546   u4323   0.0 AuUtil H4+W3+MA3+                       
   gu01    all  48.96374
   gu02    all  125.0135
   gu04    all  4.411284
   gu05    all   227.836
   gu06    all  258.1224
   gu07    all  201.7848
   gu08    all  80.60977
   gu09    all  363.2198
   gu10    all  90.42532
   gu11    all  91.21226
   gu12    all  177.9403
   gu13    all  67.29907
   gu14    all  187.6307
   gu15    all  52.40949
   gu16    all   56.8619
   gu21    all  53.21269
   gu22    all  18.55193
   gu23    all   20.6167
   gu24    all  96.61589
   gu25    all  210.7108
a matrix=mo547   u1033   0.0 AuUtil H1W0HA3+                         
   gu01    all -13.04417
   gu02    all -19.40228
   gu04    all -.2862403
   gu05    all -39.92285
   gu06    all -26.46171
   gu07    all -33.09136
   gu08    all  -4.34071
   gu09    all -53.03753
   gu10    all -7.267736
   gu11    all  3.671678
   gu12    all -19.02604
   gu13    all -6.346459
   gu14    all  4.987194
   gu15    all -.0764202
   gu16    all -13.60096
   gu21    all -92.41057
   gu22    all -14.33074
   gu23    all -12.26597
   gu24    all -30.21726
   gu25    all -94.62823
a matrix=mo548   u1133   0.0 AuUtil H1W1HA3+                         
   gu01    all -6.627544
   gu02    all  .2309740
   gu04    all  .4412084
   gu05    all  1.541724
   gu06    all  12.22735
   gu07    all   3.28107
   gu08    all  7.208264
   gu09    all  3.552447
   gu10    all  6.013585
   gu11    all  12.73045
   gu12    all  1.356193
   gu13    all -.2425876
   gu14    all  29.81749
   gu15    all  .6510285
   gu16    all -2.689232
   gu21    all -69.85966
   gu22    all -9.238596
   gu23    all -7.173831
   gu24    all -10.57615
   gu25    all -47.34407
a matrix=mo549   u2033   0.0 AuUtil H2W0HA3+                         
   gu01    all -13.04417
   gu02    all -19.40228
   gu04    all -.2862403
   gu05    all -39.92285
   gu06    all -26.46171
   gu07    all -33.09136
   gu08    all  -4.34071
   gu09    all -53.03753
   gu10    all -7.267736
   gu11    all  3.671678
   gu12    all -19.02604
   gu13    all -6.346459
   gu14    all  4.987194
   gu15    all -.0764202
   gu16    all -13.60096
   gu21    all -92.41057
   gu22    all -14.33074
   gu23    all -12.26597
   gu24    all -30.21726
   gu25    all -94.62823
a matrix=mo550   u2133   0.0 AuUtil H2W1HA3+                         
   gu01    all -6.627544
   gu02    all  .2309740
   gu04    all  .4412084
   gu05    all  1.541724
   gu06    all  12.22735
   gu07    all   3.28107
   gu08    all  7.208264
   gu09    all  3.552447
   gu10    all  6.013585
   gu11    all  12.73045
   gu12    all  1.356193
   gu13    all -.2425876
   gu14    all  29.81749
   gu15    all  .6510285
   gu16    all -2.689232
   gu21    all -69.85966
   gu22    all -9.238596
   gu23    all -7.173831
   gu24    all -10.57615
   gu25    all -47.34407
a matrix=mo551   u2233   0.0 AuUtil H2W2HA3+                         
   gu01    all -.2109168
   gu02    all  19.86423
   gu04    all  1.168657
   gu05    all   43.0063
   gu06    all  50.91642
   gu07    all  39.65351
   gu08    all  18.75724
   gu09    all  60.14242
   gu10    all  19.29491
   gu11    all  21.78921
   gu12    all  21.73842
   gu13    all  5.861283
   gu14    all  54.64778
   gu15    all  1.378477
   gu16    all  8.222499
   gu21    all -47.30875
   gu22    all -4.146455
   gu23    all  -2.08169
   gu24    all  9.064967
   gu25    all -.0599005
a matrix=mo552   u3033   0.0 AuUtil H3W0HA3+                         
   gu01    all  29.71386
   gu02    all  66.11378
   gu04    all  2.228938
   gu05    all  103.4423
   gu06    all  142.0552
   gu07    all  92.66754
   gu08    all  45.96285
   gu09    all  193.4499
   gu10    all  50.58136
   gu11    all  64.03595
   gu12    all  116.7936
   gu13    all  48.98746
   gu14    all  113.1399
   gu15    all  50.22714
   gu16    all  24.12671
   gu21    all -14.44004
   gu22    all  3.275511
   gu23    all  5.340276
   gu24    all  37.69255
   gu25    all  68.85835
a matrix=mo553   u3133   0.0 AuUtil H3W1HA3+                         
   gu01    all  36.13048
   gu02    all  85.74703
   gu04    all  2.956387
   gu05    all  144.9069
   gu06    all  180.7443
   gu07    all    129.04
   gu08    all  57.51183
   gu09    all  250.0399
   gu10    all  63.86269
   gu11    all  73.09472
   gu12    all  137.1758
   gu13    all  55.09133
   gu14    all  137.9702
   gu15    all  50.95459
   gu16    all  35.03844
   gu21    all  8.110869
   gu22    all  8.367652
   gu23    all  10.43242
   gu24    all  57.33366
   gu25    all  116.1425
a matrix=mo554   u3233   0.0 AuUtil H3W2HA3+                         
   gu01    all  42.54711
   gu02    all  105.3803
   gu04    all  3.683835
   gu05    all  186.3715
   gu06    all  219.4334
   gu07    all  165.4124
   gu08    all   69.0608
   gu09    all  306.6299
   gu10    all    77.144
   gu11    all  82.15349
   gu12    all   157.558
   gu13    all   61.1952
   gu14    all  162.8004
   gu15    all  51.68204
   gu16    all  45.95017
   gu21    all  30.66178
   gu22    all  13.45979
   gu23    all  15.52456
   gu24    all  76.97478
   gu25    all  163.4267
a matrix=mo555   u3333   0.0 AuUtil H3W3HA3+                         
   gu01    all  48.96374
   gu02    all  125.0135
   gu04    all  4.411284
   gu05    all   227.836
   gu06    all  258.1224
   gu07    all  201.7848
   gu08    all  80.60977
   gu09    all  363.2198
   gu10    all  90.42532
   gu11    all  91.21226
   gu12    all  177.9403
   gu13    all  67.29907
   gu14    all  187.6307
   gu15    all  52.40949
   gu16    all   56.8619
   gu21    all  53.21269
   gu22    all  18.55193
   gu23    all   20.6167
   gu24    all  96.61589
   gu25    all  210.7108
a matrix=mo556   u4033   0.0 AuUtil H4+W0HA3+                        
   gu01    all  29.71386
   gu02    all  66.11378
   gu04    all  2.228938
   gu05    all  103.4423
   gu06    all  142.0552
   gu07    all  92.66754
   gu08    all  45.96285
   gu09    all  193.4499
   gu10    all  50.58136
   gu11    all  64.03595
   gu12    all  116.7936
   gu13    all  48.98746
   gu14    all  113.1399
   gu15    all  50.22714
   gu16    all  24.12671
   gu21    all -14.44004
   gu22    all  3.275511
   gu23    all  5.340276
   gu24    all  37.69255
   gu25    all  68.85835
a matrix=mo557   u4133   0.0 AuUtil H4+W1HA3+                        
   gu01    all  36.13048
   gu02    all  85.74703
   gu04    all  2.956387
   gu05    all  144.9069
   gu06    all  180.7443
   gu07    all    129.04
   gu08    all  57.51183
   gu09    all  250.0399
   gu10    all  63.86269
   gu11    all  73.09472
   gu12    all  137.1758
   gu13    all  55.09133
   gu14    all  137.9702
   gu15    all  50.95459
   gu16    all  35.03844
   gu21    all  8.110869
   gu22    all  8.367652
   gu23    all  10.43242
   gu24    all  57.33366
   gu25    all  116.1425
a matrix=mo558   u4233   0.0 AuUtil H4+W2HA3+                        
   gu01    all  42.54711
   gu02    all  105.3803
   gu04    all  3.683835
   gu05    all  186.3715
   gu06    all  219.4334
   gu07    all  165.4124
   gu08    all   69.0608
   gu09    all  306.6299
   gu10    all    77.144
   gu11    all  82.15349
   gu12    all   157.558
   gu13    all   61.1952
   gu14    all  162.8004
   gu15    all  51.68204
   gu16    all  45.95017
   gu21    all  30.66178
   gu22    all  13.45979
   gu23    all  15.52456
   gu24    all  76.97478
   gu25    all  163.4267
a matrix=mo559   u4333   0.0 AuUtil H4+W3+HA3+                       
   gu01    all  48.96374
   gu02    all  125.0135
   gu04    all  4.411284
   gu05    all   227.836
   gu06    all  258.1224
   gu07    all  201.7848
   gu08    all  80.60977
   gu09    all  363.2198
   gu10    all  90.42532
   gu11    all  91.21226
   gu12    all  177.9403
   gu13    all  67.29907
   gu14    all  187.6307
   gu15    all  52.40949
   gu16    all   56.8619
   gu21    all  53.21269
   gu22    all  18.55193
   gu23    all   20.6167
   gu24    all  96.61589
   gu25    all  210.7108
a matrix=mo560   o1010   0.0 AuPr H1W0LA0                            
   gu01    all  3.690005
   gu02    all  8.972735
   gu04    all  .2096692
   gu05    all  19.27649
   gu06    all  15.02758
   gu07    all  10.76131
   gu08    all  3.954798
   gu09    all  21.08981
   gu10    all  4.734365
   gu11    all  5.026765
   gu12    all  11.66252
   gu13    all  4.230671
   gu14    all  8.033301
   gu15    all  4.217354
   gu16    all  5.598726
   gu21    all  20.95743
   gu22    all  4.174028
   gu23    all  3.842536
   gu24    all  10.96599
   gu25    all  28.90078
a matrix=mo561   o1110   0.0 AuPr H1W1LA0                            
   gu01    all  11.22672
   gu02    all  20.93105
   gu04    all  .5675490
   gu05    all   31.8436
   gu06    all  45.31075
   gu07    all  30.10584
   gu08    all  12.09358
   gu09    all  60.55534
   gu10    all  14.00889
   gu11    all  16.36336
   gu12    all  37.25682
   gu13    all  13.97517
   gu14    all  24.89832
   gu15    all   14.6404
   gu16    all  8.259539
   gu21    all  9.455212
   gu22    all  2.577084
   gu23    all  2.844864
   gu24    all  13.77496
   gu25    all  31.88377
a matrix=mo562   o2010   0.0 AuPr H2W0LA0                            
   gu01    all  1.888551
   gu02    all  3.610827
   gu04    all  .2044553
   gu05    all  5.555408
   gu06    all  5.470486
   gu07    all  8.485833
   gu08    all  3.596097
   gu09    all  15.03237
   gu10    all  3.885171
   gu11    all  1.852549
   gu12    all  4.068975
   gu13    all  3.369582
   gu14    all  8.974022
   gu15    all  .5265838
   gu16    all  1.083206
   gu21    all  .5618740
   gu22    all  .2343614
   gu23    all  .2995009
   gu24    all  2.129978
   gu25    all  3.982641
a matrix=mo563   o2110   0.0 AuPr H2W1LA0                            
   gu01    all  .1947196
   gu02    all  .4853864
   gu04    all  .0183264
   gu05    all  .3245006
   gu06    all  1.191178
   gu07    all  .6470173
   gu08    all  .3555244
   gu09    all  1.322488
   gu10    all  .3715711
   gu11    all  .7573305
   gu12    all  1.011692
   gu13    all  .4245772
   gu14    all  1.094361
   gu15    all  .6156635
   gu16    all  .0585278
   gu21    all  .0254870
   gu22    all  .0145264
   gu23    all  .0130982
   gu24    all  .1290671
   gu25    all  .2328130
a matrix=mo564   o2210   0.0 AuPr H2W2LA0                            
   gu01    all  2.889408
   gu02    all  7.177968
   gu04    all  .1590639
   gu05    all  15.82495
   gu06    all  11.76023
   gu07    all  8.310307
   gu08    all  3.023153
   gu09    all   16.3336
   gu10    all  3.641021
   gu11    all  3.911667
   gu12    all  9.144619
   gu13    all  3.261459
   gu14    all  6.068448
   gu15    all  3.349617
   gu16    all  4.631657
   gu21    all  19.03681
   gu22    all  3.717733
   gu23    all  3.335536
   gu24    all   9.11873
   gu25    all   24.5801
a matrix=mo565   o3010   0.0 AuPr H3W0LA0                            
   gu01    all  11.53708
   gu02    all    21.585
   gu04    all  .5634812
   gu05    all  33.64208
   gu06    all  46.46814
   gu07    all  30.33919
   gu08    all  12.10523
   gu09    all  61.37786
   gu10    all  14.09977
   gu11    all  16.72653
   gu12    all  38.39359
   gu13    all  14.14515
   gu14    all  24.58294
   gu15    all  15.33495
   gu16    all   8.88426
   gu21    all  11.14915
   gu22    all  2.947555
   gu23    all   3.23551
   gu24    all  14.89636
   gu25    all  34.84955
a matrix=mo566   o3110   0.0 AuPr H3W1LA0                            
   gu01    all  2.283095
   gu02    all  4.356577
   gu04    all  .2397951
   gu05    all  6.835507
   gu06    all  6.605223
   gu07    all  10.01632
   gu08    all  4.239856
   gu09    all   17.9159
   gu10    all   4.59691
   gu11    all  2.234409
   gu12    all  4.944486
   gu13    all  4.026687
   gu14    all   10.4319
   gu15    all  .6516298
   gu16    all  1.356116
   gu21    all  .7548909
   gu22    all  .3027657
   gu23    all  .3985897
   gu24    all  2.699555
   gu25    all  5.056776
a matrix=mo567   o3210   0.0 AuPr H3W2LA0                            
   gu01    all  .2904125
   gu02    all  .8804527
   gu04    all  .0376599
   gu05    all  .6974570
   gu06    all  2.166405
   gu07    all  1.334182
   gu08    all  .6317647
   gu09    all  2.372644
   gu10    all  .6622975
   gu11    all  1.127393
   gu12    all  1.517309
   gu13    all  .5667025
   gu14    all  1.916705
   gu15    all  .6638021
   gu16    all  .1279670
   gu21    all  .0591490
   gu22    all  .0319455
   gu23    all  .0303644
   gu24    all  .2853522
   gu25    all  .5135683
a matrix=mo568   o3310   0.0 AuPr H3W3LA0                            
   gu01    all  3.690005
   gu02    all  8.972735
   gu04    all  .2096692
   gu05    all  19.27649
   gu06    all  15.02758
   gu07    all  10.76131
   gu08    all  3.954798
   gu09    all  21.08981
   gu10    all  4.734365
   gu11    all  5.026765
   gu12    all  11.66252
   gu13    all  4.230671
   gu14    all  8.033301
   gu15    all  4.217354
   gu16    all  5.598726
   gu21    all  20.95743
   gu22    all  4.174028
   gu23    all  3.842536
   gu24    all  10.96599
   gu25    all  28.90078
a matrix=mo569   o4010   0.0 AuPr H4+W0LA0                           
   gu01    all  11.22672
   gu02    all  20.93105
   gu04    all  .5675490
   gu05    all   31.8436
   gu06    all  45.31075
   gu07    all  30.10584
   gu08    all  12.09358
   gu09    all  60.55534
   gu10    all  14.00889
   gu11    all  16.36336
   gu12    all  37.25682
   gu13    all  13.97517
   gu14    all  24.89832
   gu15    all   14.6404
   gu16    all  8.259539
   gu21    all  9.455212
   gu22    all  2.577084
   gu23    all  2.844864
   gu24    all  13.77496
   gu25    all  31.88377
a matrix=mo570   o4110   0.0 AuPr H4+W1LA0                           
   gu01    all  1.888551
   gu02    all  3.610827
   gu04    all  .2044553
   gu05    all  5.555408
   gu06    all  5.470486
   gu07    all  8.485833
   gu08    all  3.596097
   gu09    all  15.03237
   gu10    all  3.885171
   gu11    all  1.852549
   gu12    all  4.068975
   gu13    all  3.369582
   gu14    all  8.974022
   gu15    all  .5265838
   gu16    all  1.083206
   gu21    all  .5618740
   gu22    all  .2343614
   gu23    all  .2995009
   gu24    all  2.129978
   gu25    all  3.982641
a matrix=mo571   o4210   0.0 AuPr H4+W2LA0                           
   gu01    all  .1947196
   gu02    all  .4853864
   gu04    all  .0183264
   gu05    all  .3245006
   gu06    all  1.191178
   gu07    all  .6470173
   gu08    all  .3555244
   gu09    all  1.322488
   gu10    all  .3715711
   gu11    all  .7573305
   gu12    all  1.011692
   gu13    all  .4245772
   gu14    all  1.094361
   gu15    all  .6156635
   gu16    all  .0585278
   gu21    all  .0254870
   gu22    all  .0145264
   gu23    all  .0130982
   gu24    all  .1290671
   gu25    all  .2328130
a matrix=mo572   o4310   0.0 AuPr H4+W3+LA0                          
   gu01    all  2.889408
   gu02    all  7.177968
   gu04    all  .1590639
   gu05    all  15.82495
   gu06    all  11.76023
   gu07    all  8.310307
   gu08    all  3.023153
   gu09    all   16.3336
   gu10    all  3.641021
   gu11    all  3.911667
   gu12    all  9.144619
   gu13    all  3.261459
   gu14    all  6.068448
   gu15    all  3.349617
   gu16    all  4.631657
   gu21    all  19.03681
   gu22    all  3.717733
   gu23    all  3.335536
   gu24    all   9.11873
   gu25    all   24.5801
a matrix=mo573   o1020   0.0 AuPr H1W0MA0                            
   gu01    all  11.53708
   gu02    all    21.585
   gu04    all  .5634812
   gu05    all  33.64208
   gu06    all  46.46814
   gu07    all  30.33919
   gu08    all  12.10523
   gu09    all  61.37786
   gu10    all  14.09977
   gu11    all  16.72653
   gu12    all  38.39359
   gu13    all  14.14515
   gu14    all  24.58294
   gu15    all  15.33495
   gu16    all   8.88426
   gu21    all  11.14915
   gu22    all  2.947555
   gu23    all   3.23551
   gu24    all  14.89636
   gu25    all  34.84955
a matrix=mo574   o1120   0.0 AuPr H1W1MA0                            
   gu01    all  2.283095
   gu02    all  4.356577
   gu04    all  .2397951
   gu05    all  6.835507
   gu06    all  6.605223
   gu07    all  10.01632
   gu08    all  4.239856
   gu09    all   17.9159
   gu10    all   4.59691
   gu11    all  2.234409
   gu12    all  4.944486
   gu13    all  4.026687
   gu14    all   10.4319
   gu15    all  .6516298
   gu16    all  1.356116
   gu21    all  .7548909
   gu22    all  .3027657
   gu23    all  .3985897
   gu24    all  2.699555
   gu25    all  5.056776
a matrix=mo575   o2020   0.0 AuPr H2W0MA0                            
   gu01    all  .2904125
   gu02    all  .8804527
   gu04    all  .0376599
   gu05    all  .6974570
   gu06    all  2.166405
   gu07    all  1.334182
   gu08    all  .6317647
   gu09    all  2.372644
   gu10    all  .6622975
   gu11    all  1.127393
   gu12    all  1.517309
   gu13    all  .5667025
   gu14    all  1.916705
   gu15    all  .6638021
   gu16    all  .1279670
   gu21    all  .0591490
   gu22    all  .0319455
   gu23    all  .0303644
   gu24    all  .2853522
   gu25    all  .5135683
a matrix=mo576   o2120   0.0 AuPr H2W1MA0                            
   gu01    all  2.733409
   gu02    all   6.50215
   gu04    all  .1204525
   gu05    all  14.07875
   gu06    all  10.69315
   gu07    all  6.705783
   gu08    all  2.536268
   gu09    all  14.08079
   gu10    all  3.094497
   gu11    all  3.708271
   gu12    all  8.739344
   gu13    all  3.085758
   gu14    all  4.958799
   gu15    all  3.343112
   gu16    all  4.216084
   gu21    all  18.60144
   gu22    all  3.581617
   gu23    all  3.125381
   gu24    all  8.160077
   gu25    all   22.7496
a matrix=mo577   o2220   0.0 AuPr H2W2MA0                            
   gu01    all  10.78921
   gu02    all  18.80946
   gu04    all  .4078280
   gu05    all  28.31933
   gu06    all  41.42187
   gu07    all   23.2969
   gu08    all  9.844335
   gu09    all  51.35525
   gu10    all  11.61126
   gu11    all  15.70842
   gu12    all  36.38102
   gu13    all  13.25943
   gu14    all  19.38056
   gu15    all  15.30634
   gu16    all  7.794086
   gu21    all  10.64568
   gu22    all  2.728289
   gu23    all  2.959648
   gu24    all  12.84697
   gu25    all  30.86893
a matrix=mo578   o3020   0.0 AuPr H3W0MA0                            
   gu01    all  3.083585
   gu02    all   7.34419
   gu04    all  .4153032
   gu05    all  13.42394
   gu06    all  11.47114
   gu07    all  17.94705
   gu08    all  6.711217
   gu09    all  29.07648
   gu10    all   7.33551
   gu11    all  3.041669
   gu12    all  6.787388
   gu13    all  4.954275
   gu14    all   15.9938
   gu15    all  .6506946
   gu16    all  2.765587
   gu21    all  1.643887
   gu22    all  .6343806
   gu23    all  .8589102
   gu24    all  5.493578
   gu25    all  10.47268
a matrix=mo579   o3120   0.0 AuPr H3W1MA0                            
   gu01    all  .3937984
   gu02    all  1.344197
   gu04    all  .0564162
   gu05    all  1.177985
   gu06    all  3.413843
   gu07    all  2.050263
   gu08    all  .9081797
   gu09    all  3.487477
   gu10    all  .9587319
   gu11    all  1.541643
   gu12    all  2.092252
   gu13    all  .7005368
   gu14    all   2.66684
   gu15    all  .6998573
   gu16    all  .2242427
   gu21    all  .1089923
   gu22    all  .0557142
   gu23    all  .0560608
   gu24    all  .4993756
   gu25    all  .9087927
a matrix=mo580   o3220   0.0 AuPr H3W2MA0                            
   gu01    all  1.520675
   gu02    all  4.015552
   gu04    all  .0761258
   gu05    all  9.410651
   gu06    all  6.295578
   gu07    all  4.233629
   gu08    all  1.474659
   gu09    all  8.303261
   gu10    all  1.810989
   gu11    all  1.996158
   gu12    all   4.84624
   gu13    all  1.596249
   gu14    all  2.853156
   gu15    all  1.767127
   gu16    all   2.80391
   gu21    all  14.48976
   gu22    all  2.684604
   gu23    all  2.232683
   gu24    all  5.510946
   gu25    all  15.85642
a matrix=mo581   o3320   0.0 AuPr H3W3MA0                            
   gu01    all  10.67013
   gu02    all  20.30292
   gu04    all  .4708442
   gu05    all  33.57981
   gu06    all  43.74345
   gu07    all  26.77934
   gu08    all  10.30879
   gu09    all  54.43552
   gu10    all  12.22835
   gu11    all  15.01596
   gu12    all  35.92753
   gu13    all  12.12923
   gu14    all  20.05802
   gu15    all  14.31104
   gu16    all  9.303956
   gu21    all  14.64693
   gu22    all  3.607081
   gu23    all   3.81543
   gu24    all  15.56701
   gu25    all  37.90728
a matrix=mo582   o4020   0.0 AuPr H4+W0MA0                           
   gu01    all  3.977947
   gu02    all  7.621992
   gu04    all  .3831638
   gu05    all  12.53734
   gu06    all  11.77174
   gu07    all  16.46317
   gu08    all  6.843452
   gu09    all  29.94266
   gu10    all   7.50669
   gu11    all  3.818442
   gu12    all  8.789224
   gu13    all  6.587941
   gu14    all  16.10783
   gu15    all  1.161602
   gu16    all  2.608964
   gu21    all  1.714086
   gu22    all  .6360967
   gu23    all  .8756827
   gu24    all  5.280722
   gu25    all  10.07445
a matrix=mo583   o4120   0.0 AuPr H4+W1MA0                           
   gu01    all  .8312478
   gu02    all  2.059533
   gu04    all  .0698662
   gu05    all    1.4722
   gu06    all  5.189233
   gu07    all  2.523862
   gu08    all    1.3731
   gu09    all  5.318566
   gu10    all  1.453973
   gu11    all  3.169443
   gu12    all  4.437002
   gu13    all  1.686582
   gu14    all  3.980995
   gu15    all  2.760229
   gu16    all  .2831701
   gu21    all  .1492246
   gu22    all  .0722182
   gu23    all  .0762050
   gu24    all  .6413177
   gu25    all  1.161855
a matrix=mo584   o4220   0.0 AuPr H4+W2MA0                           
   gu01    all  1.117559
   gu02    all  2.982398
   gu04    all  .0521061
   gu05    all  7.191726
   gu06    all  4.534503
   gu07    all  3.013665
   gu08    all  1.034662
   gu09    all  5.944409
   gu10    all  1.282599
   gu11    all  1.431655
   gu12    all  3.547993
   gu13    all  1.151114
   gu14    all  1.963079
   gu15    all  1.349185
   gu16    all  2.155055
   gu21    all  12.37791
   gu22    all   2.23203
   gu23    all  1.786718
   gu24    all  4.212902
   gu25    all   12.5222
a matrix=mo585   o4320   0.0 AuPr H4+W3+MA0                          
   gu01    all  10.24181
   gu02    all  19.21055
   gu04    all  .4178583
   gu05    all   32.7414
   gu06    all  40.94117
   gu07    all  24.63754
   gu08    all       9.4
   gu09    all  50.63749
   gu10    all  11.25037
   gu11    all  14.04495
   gu12    all  34.37585
   gu13    all  11.42723
   gu14    all  17.87668
   gu15    all  14.40315
   gu16    all  9.261512
   gu21    all  16.17574
   gu22    all  3.856195
   gu23    all  3.984554
   gu24    all   15.3899
   gu25    all  38.32965
a matrix=mo586   o1030   0.0 AuPr H1W0HA0                            
   gu01    all  4.484833
   gu02    all   8.40013
   gu04    all  .4017003
   gu05    all  14.16576
   gu06    all   12.9405
   gu07    all  17.63494
   gu08    all  7.344822
   gu09    all  32.68587
   gu10    all  8.103641
   gu11    all  4.210875
   gu12    all  9.905982
   gu13    all  7.326768
   gu14    all  16.87818
   gu15    all  1.382328
   gu16    all   3.01312
   gu21    all  2.129168
   gu22    all  .7652259
   gu23    all  1.067251
   gu24    all     6.105
   gu25    all   11.7917
a matrix=mo587   o1130   0.0 AuPr H1W1HA0                            
   gu01    all    1.1558
   gu02    all   3.40692
   gu04    all  .1283353
   gu05    all  2.901116
   gu06    all  8.583822
   gu07    all  4.713852
   gu08    all  2.220515
   gu09    all  8.732238
   gu10    all  2.363389
   gu11    all  4.312522
   gu12    all  6.170172
   gu13    all  2.094889
   gu14    all  6.282059
   gu15    all  2.865336
   gu16    all  .5703143
   gu21    all  .3171761
   gu22    all  .1465486
   gu23    all  .1614769
   gu24    all  1.292193
   gu25    all  2.356444
a matrix=mo588   o2030   0.0 AuPr H2W0HA0                            
   gu01    all  .9947513
   gu02    all  2.455135
   gu04    all  .0327888
   gu05    all  5.720403
   gu06    all  3.678364
   gu07    all  2.094976
   gu08    all  .7570118
   gu09    all  4.518931
   gu10    all  .9565882
   gu11    all   1.25776
   gu12    all  3.183938
   gu13    all  1.030995
   gu14    all  1.396062
   gu15    all  1.338762
   gu16    all  1.754795
   gu21    all  11.66436
   gu22    all  2.024576
   gu23    all  1.508017
   gu24    all  3.296107
   gu25    all  10.48479
a matrix=mo589   o2130   0.0 AuPr H2W1HA0                            
   gu01    all  8.926584
   gu02    all  14.72609
   gu04    all  .2457300
   gu05    all  23.71964
   gu06    all  31.95847
   gu07    all  15.86583
   gu08    all  6.552058
   gu09    all  36.67607
   gu10    all  7.989545
   gu11    all  12.09355
   gu12    all  30.29914
   gu13    all  10.06678
   gu14    all    12.051
   gu15    all  14.29912
   gu16    all  7.106955
   gu21    all  14.61336
   gu22    all  3.308029
   gu23    all  3.221828
   gu24    all  11.31096
   gu25    all  29.83916
a matrix=mo590   o2230   0.0 AuPr H2W2HA0                            
   gu01    all  5.624488
   gu02    all  12.31301
   gu04    all  .5652736
   gu05    all  23.45096
   gu06    all  19.59048
   gu07    all  26.08181
   gu08    all  9.957427
   gu09    all  45.74841
   gu10    all  11.11529
   gu11    all  5.249872
   gu12    all  12.62281
   gu13    all  8.469489
   gu14    all  22.09305
   gu15    all  1.374647
   gu16    all  5.283792
   gu21    all  4.206314
   gu22    all  1.444484
   gu23    all  2.011282
   gu24    all  10.49009
   gu25    all  21.10447
a matrix=mo591   o3030   0.0 AuPr H3W0HA0                            
   gu01    all  1.454176
   gu02    all  4.505762
   gu04    all  .1562076
   gu05    all  4.108995
   gu06    all  11.77268
   gu07    all  5.957381
   gu08    all  2.733503
   gu09    all  11.05659
   gu10    all  2.938578
   gu11    all  5.398818
   gu12    all  7.894111
   gu13    all  2.432734
   gu14    all  7.459887
   gu15    all  2.987478
   gu16    all  .8544576
   gu21    all  .5159673
   gu22    all  .2229107
   gu23    all  .2588736
   gu24    all  1.902846
   gu25    all  3.571579
a matrix=mo592   o3130   0.0 AuPr H3W1HA0                            
   gu01    all  1.551337
   gu02    all  3.442119
   gu04    all  .0411837
   gu05    all  8.286957
   gu06    all  4.817763
   gu07    all   2.92699
   gu08    all   1.04096
   gu09    all  6.488001
   gu10    all  1.340701
   gu11    all  1.654675
   gu12    all  4.598819
   gu13    all  1.585282
   gu14    all  1.823623
   gu15    all  2.092741
   gu16    all  2.603408
   gu21    all  15.75016
   gu22    all  2.833197
   gu23    all  2.175297
   gu24    all  4.710769
   gu25    all  15.08593
a matrix=mo593   o3230   0.0 AuPr H3W2HA0                            
   gu01    all  7.068022
   gu02    all  10.11167
   gu04    all  .1519076
   gu05    all  17.27208
   gu06    all  20.59019
   gu07    all  10.91879
   gu08    all  4.488298
   gu09    all  26.34189
   gu10    all  5.581882
   gu11    all  7.878835
   gu12    all  21.96466
   gu13    all  7.854054
   gu14    all  7.767484
   gu15    all   11.4505
   gu16    all  5.344341
   gu21    all  10.31683
   gu22    all  2.372448
   gu23    all  2.372366
   gu24    all  8.138404
